Order ID,Order Date,Customer Name,Customer ID,Contact Number,Product Name,Product ID,Quantity,Total Sale,Unit Price,Payment Method,Server,Location
470,2022-02-20,Anna,2421,1-198-740-3960,Regular Fries,6,4,9.96,2.49,Debit Card,Altaf,Mississauga
469,2022-02-20,Stanley,1498,615-260-8490,Choco Cookie,16,4,5.96,1.49,Debit Card,Charlie,Toronto
468,2022-02-21,Julie,7444,+1 (257) 293-9790,Garden Salad,14,5,24.95,4.99,Debit Card,Frank,Scarborough
467,2022-02-25,Deborah,1254,(153) 499-3750 x311,Veggie Burger,18,3,17.97,5.99,Cash,Dawood,Markham
466,2022-02-26,Jose,1747,850-593-6351,Veggie Burger,18,5,29.95,5.99,Cash,Grace,Mississauga
465,2022-02-26,Angela,2029,(427) 371-0339 x024,Veggie Burger,18,5,29.95,5.99,Debit Card,Eva,Markham
464,2022-02-27,Tracey,2889,+1 (430) 985-9334,Chicken Tenders (4 pc),13,2,11.98,5.99,Debit Card,Bob,Mississauga
463,2022-03-02,Kathryn,1089,+1 (340) 984-1184,Large Combo,5,4,20,5,Credit Card,Humza,Markham
462,2022-03-03,Tonya,5417,292 861 5569,Choco Cookie,16,4,5.96,1.49,Debit Card,Humza,Markham
461,2022-03-03,David,9448,377.191.4397,Regular Fries,6,3,7.47,2.49,Debit Card,Charlie,Mississauga
460,2022-03-05,Jack,4042,1 (470) 989-0891,Veggie Burger,18,1,5.99,5.99,Credit Card,Humza,Toronto
459,2022-03-05,Jessica,9089,812-945-2091 x581,Ice Cream,15,3,11.97,3.99,Credit Card,Eva,Markham
458,2022-03-06,Warren,8105,519 196 9522,Bottled Water,11,1,1,1,Credit Card,Humza,Scarborough
457,2022-03-06,Mary,1953,1 (491) 796-1479,Soda (Large),10,3,5.97,1.99,Debit Card,Eva,Scarborough
456,2022-03-08,Barbara,1333,353.804.4848,Regular Fries,6,4,9.96,2.49,Cash,Charlie,Mississauga
455,2022-03-08,Sarah,3900,521 895 5430,Small Combo,3,3,9,3,Debit Card,Bob,Mississauga
454,2022-03-08,Nicholas,9552,(919) 458-5076,Soda (Large),10,4,7.96,1.99,Credit Card,Grace,Toronto
453,2022-03-08,Susan,5546,417 155 1951,Cheese Fries,7,4,13.96,3.49,Credit Card,Grace,Scarborough
452,2022-03-10,Isaiah,3142,1-640-929-3397,Small Combo,3,4,12,3,Credit Card,Charlie,Scarborough
451,2022-03-13,Catherine,2543,213-507-3954 x760,Cheese Fries,7,1,3.49,3.49,Debit Card,Bob,Mississauga
450,2022-03-14,Linda,2829,(836) 233-3634 x521,Large Combo,5,3,15,5,Credit Card,Altaf,Toronto
449,2022-03-15,Blake,6899,(969) 552-5200 x865,Veggie Burger,18,4,23.96,5.99,Credit Card,Altaf,Toronto
448,2022-03-16,Rhonda,5475,+1 (478) 898-4068,Double Patty Burger,17,3,23.97,7.99,Debit Card,Grace,Scarborough
447,2022-03-17,William,8661,(390) 663-0505 x679,Chicken Tenders (4 pc),13,1,5.99,5.99,Credit Card,Humza,Mississauga
446,2022-03-22,Nicole,5152,217.362.1921,Choco Cookie,16,4,5.96,1.49,Cash,Frank,Toronto
445,2022-03-22,Thomas,2308,1-714-590-4448,Large Combo,5,2,10,5,Credit Card,Altaf,Toronto
444,2022-03-23,Suzanne,3078,1-392-659-4857,Chicken Burger,2,4,25.96,6.49,Debit Card,Altaf,Toronto
443,2022-03-25,Kevin,4959,+1 (718) 650-1858,Small Combo,3,1,3,3,Credit Card,Dawood,Toronto
442,2022-03-26,Melanie,8697,236 898 5063,Garden Salad,14,2,9.98,4.99,Credit Card,Charlie,Scarborough
441,2022-03-26,William,8661,665-422-2059 x846,Double Patty Burger,17,4,31.96,7.99,Credit Card,Eva,Toronto
440,2022-03-27,Nichole,6245,405-425-7185 x715,Double Patty Burger,17,4,31.96,7.99,Credit Card,Altaf,Mississauga
439,2022-03-27,Amanda,3536,313-986-7074,Soda (Large),10,5,9.95,1.99,Debit Card,Bob,Markham
438,2022-03-28,Brian,3604,1-313-325-6774,Double Patty Burger,17,1,7.99,7.99,Debit Card,Humza,Toronto
437,2022-03-29,Joseph,3078,321-089-8090,Chili Cheese Fries,8,1,4.49,4.49,Credit Card,Altaf,Mississauga
436,2022-03-30,Stephanie,1152,(202) 832-5955 x933,Chicken Tenders (4 pc),13,5,29.95,5.99,Cash,Charlie,Toronto
435,2022-04-02,Cassandra,1181,+1 (257) 825-1127,Bottled Water,11,5,5,1,Cash,Bob,Mississauga
434,2022-04-03,Steven,5745,1-299-070-7225,Soda (Regular),9,3,4.47,1.49,Credit Card,Bob,Toronto
433,2022-04-04,Stephen,6183,(622) 503-9218 x538,Choco Cookie,16,3,4.47,1.49,Cash,Humza,Scarborough
432,2022-04-05,Kim,4944,382 859 9808,Ice Cream,15,5,19.95,3.99,Credit Card,Frank,Toronto
431,2022-04-05,Wayne,7952,454.425.0207,Cheese Fries,7,3,10.47,3.49,Cash,Eva,Markham
430,2022-04-05,Jason,3332,(356) 410-5944,Cheese Fries,7,3,10.47,3.49,Debit Card,Frank,Mississauga
429,2022-04-08,William,8661,+1 (839) 162-7293,Ice Cream,15,4,15.96,3.99,Credit Card,Frank,Mississauga
428,2022-04-08,Erika,2757,(754) 408-6942 x577,Double Patty Burger,17,5,39.95,7.99,Credit Card,Humza,Markham
427,2022-04-09,Nathan,8859,242-960-0443 x965,Choco Cookie,16,1,1.49,1.49,Cash,Grace,Scarborough
426,2022-04-10,Tyler,3647,(168) 308-3607,Veggie Burger,18,1,5.99,5.99,Debit Card,Dawood,Markham
425,2022-04-10,Daniel,4420,+1 (575) 454-0069,Chili Cheese Fries,8,4,17.96,4.49,Credit Card,Altaf,Scarborough
424,2022-04-11,Jennifer,3902,1-390-738-4287,Regular Fries,6,2,4.98,2.49,Credit Card,Altaf,Markham
423,2022-04-12,Daisy,1232,(672) 974-3070 x701,Veggie Burger,18,4,23.96,5.99,Cash,Altaf,Mississauga
422,2022-04-15,Tammy,2278,1 (263) 020-7820,Regular Fries,6,1,2.49,2.49,Credit Card,Bob,Scarborough
421,2022-04-18,Jeremiah,9841,(254) 335-2379 x078,Choco Cookie,16,4,5.96,1.49,Debit Card,Altaf,Markham
420,2022-04-19,Melissa,7924,+1 (846) 019-2836,Large Combo,5,4,20,5,Credit Card,Frank,Scarborough
419,2022-04-20,Nancy,7214,(674) 877-8083 x171,Classic Burger,1,1,5.99,5.99,Credit Card,Frank,Markham
418,2022-04-25,Angela,2029,+1 (703) 156-4111,Large Combo,5,4,20,5,Debit Card,Dawood,Scarborough
417,2022-04-26,Steven,5745,837 833 9683,Double Patty Burger,17,1,7.99,7.99,Debit Card,Bob,Mississauga
416,2022-04-26,Brenda,9819,354-758-0108 x709,Choco Cookie,16,5,7.45,1.49,Debit Card,Dawood,Scarborough
415,2022-04-27,Anita,6075,1 (131) 747-6474,Double Patty Burger,17,2,15.98,7.99,Debit Card,Frank,Mississauga
414,2022-04-28,Nicole,5152,646-017-2647 x605,Regular Fries,6,1,2.49,2.49,Cash,Bob,Toronto
413,2022-04-30,Michele,7459,1-765-806-4238,Chicken Tenders (4 pc),13,2,11.98,5.99,Credit Card,Eva,Toronto
412,2022-05-03,Joan,6996,+1 (873) 330-6355,Soda (Regular),9,4,5.96,1.49,Credit Card,Eva,Markham
411,2022-05-03,Ashley,2543,(594) 449-2955,Ice Cream,15,1,3.99,3.99,Cash,Frank,Scarborough
410,2022-05-04,Jennifer,3902,(642) 496-9491 x232,Soda (Regular),9,1,1.49,1.49,Debit Card,Charlie,Toronto
409,2022-05-06,Denise,6487,351-523-8376,Regular Combo,4,2,8,4,Cash,Bob,Scarborough
408,2022-05-07,Jill,2778,(315) 961-3470 x941,Bottled Water,11,2,2,1,Cash,Bob,Scarborough
407,2022-05-08,Brittany,8856,612.980.1604,Chicken Tenders (4 pc),13,4,23.96,5.99,Debit Card,Altaf,Markham
406,2022-05-09,Devin,3607,386.195.0131,Classic Burger,1,4,23.96,5.99,Cash,Charlie,Toronto
405,2022-05-12,Megan,3149,417 502 3212,Choco Cookie,16,3,4.47,1.49,Credit Card,Frank,Mississauga
404,2022-05-15,Melissa,7924,+1 (297) 030-1151,Double Patty Burger,17,2,15.98,7.99,Debit Card,Bob,Markham
403,2022-05-19,Samuel,8179,948 016 2158,Choco Cookie,16,1,1.49,1.49,Cash,Altaf,Toronto
402,2022-05-20,Jennifer,3902,1 (184) 236-4665,Soda (Regular),9,4,5.96,1.49,Credit Card,Altaf,Toronto
401,2022-05-21,Timothy,1621,679-984-0364,Soda (Regular),9,1,1.49,1.49,Credit Card,Charlie,Markham
400,2022-05-21,Patricia,2451,(570) 597-9002 x157,Soda (Regular),9,1,1.49,1.49,Cash,Frank,Markham
399,2022-05-22,Rebecca,1981,384 985 4411,Bottled Water,11,1,1,1,Credit Card,Eva,Mississauga
398,2022-05-24,Selena,9228,1 (921) 905-6959,Large Combo,5,1,5,5,Debit Card,Dawood,Toronto
397,2022-05-25,Jeffrey,4056,573-424-5496 x795,Chicken Tenders (4 pc),13,3,17.97,5.99,Cash,Charlie,Scarborough
396,2022-05-27,Felicia,8788,1-302-581-9394,Choco Cookie,16,3,4.47,1.49,Credit Card,Dawood,Markham
395,2022-06-01,Dana,7336,469.980.8541,Double Patty Burger,17,5,39.95,7.99,Debit Card,Eva,Scarborough
394,2022-06-04,Amy,2862,1 (359) 725-3673,Regular Fries,6,4,9.96,2.49,Cash,Frank,Mississauga
393,2022-06-05,Emily,5603,891.765.5264,Classic Burger,1,1,5.99,5.99,Credit Card,Bob,Scarborough
392,2022-06-06,Brian,3604,494.639.4377,Large Combo,5,1,5,5,Debit Card,Eva,Scarborough
391,2022-06-07,Kendra,3743,556-376-1784,Soda (Large),10,1,1.99,1.99,Debit Card,Humza,Toronto
390,2022-06-07,Jennifer,3902,1 (858) 102-6117,Garden Salad,14,2,9.98,4.99,Debit Card,Grace,Markham
389,2022-06-07,Paul,7075,513 927 1459,Ice Cream,15,1,3.99,3.99,Credit Card,Charlie,Toronto
388,2022-06-07,Maria,8318,+1 (100) 680-7075,Veggie Burger,18,3,17.97,5.99,Credit Card,Humza,Markham
387,2022-06-12,Lisa,5528,806-437-2094,Regular Combo,4,4,16,4,Credit Card,Bob,Markham
386,2022-06-12,Cheryl,4313,(638) 416-1313,Ice Cream,15,2,7.98,3.99,Credit Card,Eva,Mississauga
385,2022-06-13,Erin,8311,(899) 484-6790 x372,Ice Cream,15,4,15.96,3.99,Cash,Humza,Scarborough
384,2022-06-13,Christopher,1363,1 (166) 223-3988,Regular Fries,6,3,7.47,2.49,Cash,Dawood,Mississauga
383,2022-06-14,Kendra,3743,636.442.2466,Regular Combo,4,2,8,4,Cash,Charlie,Toronto
382,2022-06-14,Christopher,1363,+1 (862) 740-7059,Regular Combo,4,2,8,4,Credit Card,Grace,Toronto
381,2022-06-15,Susan,5546,1 (332) 007-0027,Onion Rings,12,1,3.99,3.99,Credit Card,Bob,Mississauga
380,2022-06-15,Nathan,8859,223-949-8721 x274,Cheese Fries,7,3,10.47,3.49,Debit Card,Dawood,Scarborough
379,2022-06-16,Diane,7526,339 670 8044,Chicken Burger,2,1,6.49,6.49,Credit Card,Grace,Mississauga
378,2022-06-22,Ryan,7539,(223) 631-5158,Chicken Tenders (4 pc),13,5,29.95,5.99,Cash,Altaf,Toronto
377,2022-06-23,Luke,9881,+1 (271) 358-6407,Garden Salad,14,2,9.98,4.99,Debit Card,Dawood,Mississauga
376,2022-06-24,Evan,1562,211-890-5888 x460,Regular Fries,6,5,12.45,2.49,Debit Card,Grace,Toronto
375,2022-06-24,Xavier,5831,944 328 0748,Soda (Large),10,3,5.97,1.99,Debit Card,Grace,Toronto
374,2022-06-25,Tanya,8355,845-991-1270 x903,Cheese Fries,7,2,6.98,3.49,Cash,Grace,Toronto
373,2022-06-26,Clinton,8196,802.442.0852,Large Combo,5,5,25,5,Credit Card,Altaf,Toronto
372,2022-06-26,Jennifer,3902,1 (296) 965-7087,Regular Fries,6,2,4.98,2.49,Debit Card,Humza,Scarborough
371,2022-06-30,Steven,5745,1 (905) 573-6250,Onion Rings,12,5,19.95,3.99,Debit Card,Grace,Mississauga
370,2022-07-01,Kimberly,1078,(159) 888-8654 x220,Soda (Large),10,3,5.97,1.99,Cash,Grace,Markham
369,2022-07-03,Nicole,5152,561-939-3741 x978,Bottled Water,11,2,2,1,Cash,Eva,Scarborough
368,2022-07-03,Emily,5603,412-255-6841,Chicken Tenders (4 pc),13,2,11.98,5.99,Cash,Grace,Toronto
367,2022-07-05,Maurice,4822,1-812-135-8792,Regular Combo,4,3,12,4,Credit Card,Altaf,Mississauga
366,2022-07-06,John,8745,(915) 432-3554,Double Patty Burger,17,5,39.95,7.99,Credit Card,Humza,Scarborough
365,2022-07-09,Jessica,9089,263.464.1247,Ice Cream,15,4,15.96,3.99,Credit Card,Eva,Mississauga
364,2022-07-13,Scott,4042,(259) 217-0648 x081,Chicken Burger,2,4,25.96,6.49,Debit Card,Altaf,Toronto
363,2022-07-14,Rachel,3992,934-164-7093,Chicken Tenders (4 pc),13,3,17.97,5.99,Debit Card,Grace,Toronto
362,2022-07-14,Samantha,1377,(661) 365-5563 x972,Regular Combo,4,2,8,4,Cash,Charlie,Mississauga
361,2022-07-15,Robert,1754,(136) 178-1381 x710,Cheese Fries,7,5,17.45,3.49,Debit Card,Dawood,Toronto
360,2022-07-16,Chad,1002,1-281-508-7185,Small Combo,3,3,9,3,Debit Card,Grace,Markham
359,2022-07-16,Michael,8283,+1 (396) 953-9376,Veggie Burger,18,2,11.98,5.99,Debit Card,Altaf,Mississauga
358,2022-07-17,Laura,5997,1-286-607-5762,Soda (Large),10,4,7.96,1.99,Debit Card,Charlie,Toronto
357,2022-07-17,Leslie,4439,(686) 815-3956 x791,Chicken Burger,2,3,19.47,6.49,Credit Card,Altaf,Toronto
356,2022-07-17,Cynthia,4622,522.206.0036,Large Combo,5,4,20,5,Credit Card,Grace,Mississauga
355,2022-07-18,Frances,9535,+1 (122) 783-7614,Ice Cream,15,3,11.97,3.99,Credit Card,Grace,Mississauga
354,2022-07-18,Michael,8283,570-857-5927,Chili Cheese Fries,8,2,8.98,4.49,Cash,Eva,Toronto
353,2022-07-19,Paula,6721,+1 (438) 363-7813,Choco Cookie,16,3,4.47,1.49,Credit Card,Bob,Mississauga
352,2022-07-19,Brandon,9047,786-158-2671 x198,Chicken Burger,2,2,12.98,6.49,Debit Card,Altaf,Markham
351,2022-07-21,Felicia,8788,939-218-7710 x195,Regular Combo,4,5,20,4,Cash,Bob,Scarborough
350,2022-07-22,Christopher,1363,1 (660) 362-0886,Ice Cream,15,4,15.96,3.99,Debit Card,Altaf,Mississauga
349,2022-07-23,Donald,7879,+1 (114) 683-3509,Ice Cream,15,4,15.96,3.99,Credit Card,Charlie,Scarborough
348,2022-07-23,Joel,7180,413 758 4394,Classic Burger,1,5,29.95,5.99,Credit Card,Bob,Scarborough
347,2022-07-24,Nathaniel,9277,1 (365) 593-1615,Garden Salad,14,3,14.97,4.99,Credit Card,Altaf,Toronto
346,2022-07-24,Nancy,7214,1-638-152-5770,Veggie Burger,18,1,5.99,5.99,Cash,Humza,Toronto
345,2022-07-25,Sarah,3900,698-552-9508,Double Patty Burger,17,2,15.98,7.99,Cash,Grace,Toronto
344,2022-08-01,Jessica,9089,(255) 515-3695 x992,Regular Combo,4,5,20,4,Cash,Eva,Toronto
343,2022-08-02,Erin,8311,(392) 197-1534 x470,Onion Rings,12,1,3.99,3.99,Credit Card,Humza,Mississauga
342,2022-08-05,Morgan,4739,758.284.4889,Classic Burger,1,4,23.96,5.99,Credit Card,Dawood,Toronto
341,2022-08-06,Connie,7054,+1 (749) 278-9499,Garden Salad,14,3,14.97,4.99,Debit Card,Grace,Markham
340,2022-08-06,Frederick,3025,226 563 7677,Small Combo,3,5,15,3,Debit Card,Altaf,Scarborough
339,2022-08-09,Charles,6550,(141) 437-7679 x337,Regular Fries,6,5,12.45,2.49,Debit Card,Bob,Markham
338,2022-08-12,Matthew,1615,1-259-648-6000,Chili Cheese Fries,8,1,4.49,4.49,Credit Card,Frank,Markham
337,2022-08-12,Jesus,1661,1 (341) 269-0184,Chicken Tenders (4 pc),13,2,11.98,5.99,Debit Card,Charlie,Scarborough
336,2022-08-15,Linda,2829,1-508-251-7970,Double Patty Burger,17,2,15.98,7.99,Cash,Dawood,Toronto
335,2022-08-16,John,8745,388.740.2105,Garden Salad,14,4,19.96,4.99,Cash,Bob,Scarborough
334,2022-08-21,Patrick,4939,(282) 257-7592 x990,Ice Cream,15,2,7.98,3.99,Credit Card,Charlie,Toronto
333,2022-08-22,David,9448,+1 (981) 537-5973,Onion Rings,12,3,11.97,3.99,Debit Card,Dawood,Markham
332,2022-08-24,Julie,7444,636.400.8560,Small Combo,3,3,9,3,Debit Card,Bob,Markham
331,2022-08-25,Chelsea,9469,509-404-4234 x316,Ice Cream,15,4,15.96,3.99,Cash,Frank,Mississauga
330,2022-08-26,Stephanie,1152,(357) 519-2478 x421,Ice Cream,15,2,7.98,3.99,Debit Card,Grace,Mississauga
329,2022-08-27,Amy,2862,1-646-584-2574,Onion Rings,12,4,15.96,3.99,Credit Card,Humza,Scarborough
328,2022-08-28,Michael,8283,(354) 089-8814,Chicken Burger,2,4,25.96,6.49,Credit Card,Charlie,Mississauga
327,2022-09-02,Crystal,2921,(600) 574-9083 x226,Veggie Burger,18,4,23.96,5.99,Credit Card,Dawood,Scarborough
326,2022-09-02,Keith,8364,161.115.4471,Large Combo,5,2,10,5,Cash,Humza,Markham
325,2022-09-02,Michael,8283,(782) 424-3940 x951,Veggie Burger,18,4,23.96,5.99,Credit Card,Frank,Scarborough
324,2022-09-03,Nathan,8859,959-327-8242 x412,Ice Cream,15,4,15.96,3.99,Cash,Grace,Toronto
323,2022-09-04,Lisa,5528,1 (943) 561-6122,Regular Combo,4,4,16,4,Credit Card,Grace,Toronto
322,2022-09-05,Kyle,5614,462.014.7085,Small Combo,3,1,3,3,Credit Card,Dawood,Markham
321,2022-09-05,Stephanie,1152,989-115-4271,Garden Salad,14,2,9.98,4.99,Credit Card,Charlie,Scarborough
320,2022-09-07,Allen,2536,348.883.8749,Double Patty Burger,17,2,15.98,7.99,Debit Card,Humza,Toronto
319,2022-09-08,Charles,6550,427-049-5032,Choco Cookie,16,1,1.49,1.49,Cash,Altaf,Mississauga
318,2022-09-08,Maria,8318,328-989-2112 x814,Soda (Regular),9,1,1.49,1.49,Cash,Dawood,Mississauga
317,2022-09-11,Kristina,2243,(381) 130-9911,Onion Rings,12,2,7.98,3.99,Cash,Charlie,Markham
316,2022-09-11,Derrick,1791,(849) 248-9788,Garden Salad,14,4,19.96,4.99,Credit Card,Bob,Toronto
315,2022-09-11,Steven,5745,1 (893) 995-1568,Chicken Tenders (4 pc),13,3,17.97,5.99,Credit Card,Dawood,Mississauga
314,2022-09-12,Bryan,6766,349 491 5252,Garden Salad,14,2,9.98,4.99,Debit Card,Charlie,Toronto
313,2022-09-13,Justin,9679,(550) 926-8652,Garden Salad,14,1,4.99,4.99,Cash,Eva,Scarborough
312,2022-09-13,John,8745,(906) 916-7045,Chicken Burger,2,3,19.47,6.49,Cash,Eva,Markham
311,2022-09-14,Dustin,7685,315 192 7926,Classic Burger,1,5,29.95,5.99,Credit Card,Dawood,Toronto
310,2022-09-15,Mary,1953,231.050.9197,Garden Salad,14,4,19.96,4.99,Cash,Charlie,Scarborough
309,2022-09-16,Tyler,3647,(914) 354-9486 x578,Double Patty Burger,17,2,15.98,7.99,Credit Card,Grace,Scarborough
308,2022-09-17,David,9448,604.731.4872,Chili Cheese Fries,8,4,17.96,4.49,Credit Card,Altaf,Mississauga
307,2022-09-18,Mary,1953,170 267 0419,Cheese Fries,7,4,13.96,3.49,Debit Card,Humza,Toronto
306,2022-09-21,David,9448,982 832 8335,Garden Salad,14,3,14.97,4.99,Credit Card,Eva,Scarborough
305,2022-09-24,Sarah,3900,1-767-152-5846,Bottled Water,11,5,5,1,Cash,Frank,Toronto
304,2022-09-25,Emily,5603,392.533.3224,Garden Salad,14,2,9.98,4.99,Credit Card,Dawood,Toronto
303,2022-09-29,Michael,8283,(799) 349-0421 x225,Double Patty Burger,17,1,7.99,7.99,Credit Card,Humza,Mississauga
302,2022-09-29,Lori,1637,430-757-6823,Double Patty Burger,17,4,31.96,7.99,Debit Card,Dawood,Markham
301,2022-10-01,Gilbert,2621,423.852.7986,Garden Salad,14,3,14.97,4.99,Debit Card,Altaf,Scarborough
300,2022-10-03,Nicholas,9552,458.637.7849,Regular Combo,4,5,20,4,Cash,Charlie,Mississauga
299,2022-10-04,Kenneth,5484,1-774-829-0358,Double Patty Burger,17,2,15.98,7.99,Debit Card,Humza,Toronto
298,2022-10-07,Carolyn,9994,(635) 854-2115,Double Patty Burger,17,3,23.97,7.99,Debit Card,Bob,Mississauga
297,2022-10-08,Elizabeth,3388,1 (894) 070-0123,Cheese Fries,7,2,6.98,3.49,Credit Card,Grace,Scarborough
296,2022-10-10,Timothy,1621,1-539-360-6030,Soda (Regular),9,2,2.98,1.49,Cash,Eva,Scarborough
295,2022-10-11,Sergio,7060,398.120.7909,Small Combo,3,3,9,3,Cash,Dawood,Mississauga
294,2022-10-11,Cory,8033,(529) 937-8904 x901,Garden Salad,14,4,19.96,4.99,Credit Card,Humza,Toronto
293,2022-10-14,John,8745,1-387-748-3852,Garden Salad,14,2,9.98,4.99,Cash,Eva,Scarborough
292,2022-10-14,Robert,1754,467-035-4372 x391,Veggie Burger,18,2,11.98,5.99,Credit Card,Eva,Toronto
291,2022-10-16,Maria,8318,802.448.4050,Ice Cream,15,3,11.97,3.99,Credit Card,Humza,Toronto
290,2022-10-17,Cheryl,4313,1 (553) 559-7207,Chicken Tenders (4 pc),13,1,5.99,5.99,Cash,Altaf,Scarborough
289,2022-10-23,Andrea,1353,863-285-0989 x192,Ice Cream,15,4,15.96,3.99,Credit Card,Frank,Scarborough
288,2022-10-24,Mark,4959,747-848-2464,Veggie Burger,18,3,17.97,5.99,Credit Card,Bob,Scarborough
287,2022-10-27,Shannon,2125,721 446 6741,Classic Burger,1,1,5.99,5.99,Credit Card,Frank,Toronto
286,2022-10-28,Jennifer,3902,966-690-6511 x301,Small Combo,3,1,3,3,Debit Card,Altaf,Markham
285,2022-11-02,Justin,9679,+1 (508) 947-9661,Veggie Burger,18,4,23.96,5.99,Cash,Grace,Mississauga
284,2022-11-03,Sarah,3900,(630) 630-6510,Choco Cookie,16,2,2.98,1.49,Cash,Grace,Toronto
283,2022-11-05,Adam,3744,669 730 3795,Chicken Tenders (4 pc),13,1,5.99,5.99,Credit Card,Altaf,Scarborough
282,2022-11-06,David,9448,+1 (776) 108-2589,Garden Salad,14,2,9.98,4.99,Cash,Frank,Mississauga
281,2022-11-07,Susan,5546,277.203.1443,Double Patty Burger,17,2,15.98,7.99,Cash,Grace,Mississauga
280,2022-11-07,Troy,4360,+1 (173) 986-2936,Chili Cheese Fries,8,3,13.47,4.49,Credit Card,Frank,Markham
279,2022-11-10,Christina,7616,803.557.7719,Chili Cheese Fries,8,3,13.47,4.49,Credit Card,Humza,Mississauga
278,2022-11-17,David,9448,1-557-339-0823,Cheese Fries,7,2,6.98,3.49,Cash,Charlie,Scarborough
277,2022-11-19,Margaret,5040,669-719-4452,Regular Combo,4,1,4,4,Cash,Humza,Mississauga
276,2022-11-20,Justin,9679,(219) 978-5514 x022,Chicken Burger,2,4,25.96,6.49,Credit Card,Frank,Mississauga
275,2022-11-21,Samuel,8179,185.610.1178,Classic Burger,1,2,11.98,5.99,Credit Card,Altaf,Mississauga
274,2022-11-21,James,3216,(194) 056-8124,Bottled Water,11,2,2,1,Cash,Frank,Toronto
273,2022-11-21,Lauren,1936,(884) 858-8862,Choco Cookie,16,1,1.49,1.49,Debit Card,Altaf,Toronto
272,2022-11-22,Thomas,2308,1 (768) 284-0089,Chicken Tenders (4 pc),13,5,29.95,5.99,Debit Card,Eva,Scarborough
271,2022-11-22,Hunter,3767,160.429.2167,Regular Fries,6,2,4.98,2.49,Credit Card,Eva,Mississauga
270,2022-11-22,Jennifer,3902,1-290-171-6476,Cheese Fries,7,5,17.45,3.49,Cash,Dawood,Markham
269,2022-11-23,Jay,4094,1-877-131-2543,Chili Cheese Fries,8,2,8.98,4.49,Debit Card,Humza,Toronto
268,2022-11-24,Joseph,3078,174-629-0304,Garden Salad,14,3,14.97,4.99,Cash,Frank,Mississauga
267,2022-11-27,Leslie,4439,(883) 776-8903 x857,Soda (Large),10,4,7.96,1.99,Debit Card,Frank,Scarborough
266,2022-11-28,Rachael,8191,+1 (124) 919-2371,Cheese Fries,7,4,13.96,3.49,Credit Card,Charlie,Markham
265,2022-11-28,Samuel,8179,+1 (541) 690-8607,Small Combo,3,4,12,3,Debit Card,Bob,Mississauga
264,2022-11-28,Jessica,9089,(555) 819-0837 x581,Ice Cream,15,4,15.96,3.99,Credit Card,Eva,Mississauga
263,2022-11-30,Sarah,3900,494 944 2391,Chicken Burger,2,3,19.47,6.49,Cash,Frank,Scarborough
262,2022-12-02,Stacey,2668,102-475-9331 x930,Onion Rings,12,3,11.97,3.99,Cash,Grace,Toronto
261,2022-12-02,Jeffrey,4056,+1 (365) 896-5075,Soda (Regular),9,4,5.96,1.49,Credit Card,Grace,Markham
260,2022-12-04,Wayne,7952,403 286 1590,Onion Rings,12,1,3.99,3.99,Debit Card,Dawood,Markham
259,2022-12-07,Eric,1710,253 831 1705,Classic Burger,1,5,29.95,5.99,Cash,Bob,Scarborough
258,2022-12-08,Alexandria,1355,163 908 5212,Chili Cheese Fries,8,2,8.98,4.49,Debit Card,Charlie,Scarborough
257,2022-12-10,William,8661,937.562.3930,Onion Rings,12,4,15.96,3.99,Debit Card,Grace,Scarborough
256,2022-12-10,Paige,7436,786 391 1267,Choco Cookie,16,5,7.45,1.49,Cash,Altaf,Scarborough
255,2022-12-13,Brooke,9673,(365) 227-7994,Onion Rings,12,4,15.96,3.99,Cash,Dawood,Scarborough
254,2022-12-14,Robin,7501,(456) 587-3544,Bottled Water,11,5,5,1,Cash,Charlie,Mississauga
253,2022-12-15,Mark,4959,414-731-3273,Chili Cheese Fries,8,4,17.96,4.49,Credit Card,Humza,Scarborough
252,2022-12-16,Gregory,6791,396-967-3525 x337,Small Combo,3,1,3,3,Cash,Frank,Markham
251,2022-12-16,Ashley,2543,1-398-230-5270,Veggie Burger,18,2,11.98,5.99,Credit Card,Eva,Markham
250,2022-12-17,Michael,8283,(261) 049-5564,Chicken Burger,2,2,12.98,6.49,Credit Card,Frank,Toronto
249,2022-12-17,Shannon,2125,(892) 873-2878,Regular Combo,4,2,8,4,Credit Card,Dawood,Scarborough
248,2022-12-18,Laura,5997,(397) 473-7405 x338,Large Combo,5,1,5,5,Credit Card,Altaf,Scarborough
247,2022-12-19,James,3216,743 063 2520,Bottled Water,11,5,5,1,Credit Card,Bob,Mississauga
246,2022-12-20,Cindy,5328,232-500-0894,Chicken Burger,2,3,19.47,6.49,Cash,Altaf,Markham
245,2022-12-20,Ashley,2543,+1 (636) 793-0653,Chili Cheese Fries,8,1,4.49,4.49,Cash,Altaf,Markham
244,2022-12-21,Allison,7471,132-459-4793,Chicken Tenders (4 pc),13,2,11.98,5.99,Cash,Humza,Mississauga
243,2022-12-22,Peter,5570,(459) 762-5959 x077,Chicken Burger,2,4,25.96,6.49,Debit Card,Altaf,Mississauga
242,2022-12-23,Michael,8283,960 855 8909,Double Patty Burger,17,5,39.95,7.99,Cash,Charlie,Toronto
241,2022-12-24,Kimberly,1078,(770) 641-8269,Classic Burger,1,2,11.98,5.99,Credit Card,Altaf,Toronto
